timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,ema_90,volume_compra,volume_venda
2025-08-01 00:00:00,115764.07,115933.0,114313.13,115427.27,2526.88761,,,,,115427.27,0.0,2526.88761
2025-08-01 01:00:00,115427.27,115609.99,114600.0,115331.86,1656.04021,,,,,115425.17307692308,0.0,1656.04021
2025-08-01 02:00:00,115328.67,116019.3,115221.07,115966.12,704.95562,,,,,115437.0620202874,704.95562,0.0
2025-08-01 03:00:00,115966.11,116052.0,115613.21,115648.03,552.44227,,,,,115441.69867918218,0.0,552.44227
2025-08-01 04:00:00,115648.03,115699.58,115266.64,115695.52,571.24791,,,,,115447.2771697496,571.24791,0.0
2025-08-01 05:00:00,115695.53,115916.43,115385.92,115568.0,511.19199,,,,,115449.93041876609,0.0,511.19199
2025-08-01 06:00:00,115568.0,115658.09,115065.55,115156.51,629.39718,,,,,115443.48161835365,0.0,629.39718
2025-08-01 07:00:00,115156.52,115300.0,114633.18,115081.77,1240.67026,,,,,115435.53191245576,0.0,1240.67026
2025-08-01 08:00:00,115081.76,115081.76,114116.0,114615.99,1432.56065,,,,,115417.52000229189,0.0,1432.56065
2025-08-01 09:00:00,114615.98,115340.0,114555.41,114938.67,848.20925,,,,,115406.99582641733,848.20925,0.0
2025-08-01 10:00:00,114938.66,115203.13,114710.02,114762.58,563.088,,,,,115392.83284122135,0.0,563.088
2025-08-01 11:00:00,114762.58,115336.98,114602.4,115305.65,494.67127,,,,,115390.91673482087,494.67127,0.0
2025-08-01 12:00:00,115305.64,115900.0,115142.62,115732.48,1062.63539,,,,,115398.42361976986,1062.63539,0.0
2025-08-01 13:00:00,115732.48,116019.3,114172.0,114352.05,1584.07705,,,,,115375.42639735734,0.0,1584.07705
2025-08-01 14:00:00,114352.04,115831.28,113988.47,115619.8,1808.99,,,,,115380.79724576707,1808.99,0.0
2025-08-01 15:00:00,115619.8,115645.57,114676.03,115357.82,870.26042,,,,,115380.29225135461,0.0,870.26042
2025-08-01 16:00:00,115357.82,115695.52,114817.81,115015.6,703.92463,,,,,115372.27703703912,0.0,703.92463
2025-08-01 17:00:00,115015.6,115096.93,114345.0,114420.0,956.24887,,,,,115351.34787138991,0.0,956.24887
2025-08-01 18:00:00,114420.0,114496.59,113669.01,113836.93,1180.88823,,,,,115318.0639621286,0.0,1180.88823
2025-08-01 19:00:00,113836.92,113922.47,113221.93,113328.68,1294.41329,115058.0665,675.4489798510635,116408.96445970213,113707.16854029788,115274.3412376862,0.0,1294.41329
2025-08-01 20:00:00,113328.67,113980.0,113168.22,113951.09,957.20378,114984.25749999999,712.6128919160819,116409.48328383216,113559.03171616782,115245.25879290188,957.20378,0.0
2025-08-01 21:00:00,113951.1,114094.08,113700.0,113892.12,429.29775,114912.27050000001,747.5158790179307,116407.30225803588,113417.23874196415,115215.51947877217,0.0,429.29775
2025-08-01 22:00:00,113892.11,114010.82,112722.58,113141.05,1368.89305,114771.01699999999,802.7712548291721,116376.55950965834,113165.47449034164,115169.92674297497,0.0,1368.89305
2025-08-01 23:00:00,113141.05,113560.46,112908.54,113297.93,538.90738,114653.51200000002,838.8299203721734,116331.17184074437,112975.85215925566,115128.78395741509,538.90738,0.0
2025-08-02 00:00:00,113297.92,113844.16,113198.63,113822.97,564.28406,114559.88450000001,820.7113165610224,116201.30713312206,112918.46186687797,115100.08474955981,564.28406,0.0
2025-08-02 01:00:00,113822.97,113909.3,113420.76,113674.24,353.21281,114465.1965,807.417168952146,116080.0308379043,112850.36216209571,115068.74750231674,0.0,353.21281
2025-08-02 02:00:00,113674.23,113766.43,113534.3,113702.24,231.27114,114392.48300000001,807.3664273954428,116007.21585479089,112777.75014520912,115038.71437039769,231.27114,0.0
2025-08-02 03:00:00,113702.24,113921.94,113702.24,113909.86,274.2046,114333.8875,797.1696693524829,115928.22683870497,112739.54816129502,115013.90438423511,274.2046,0.0
2025-08-02 04:00:00,113909.87,114057.27,113820.0,114025.75,276.30204,114304.37550000001,797.101918085478,115898.57933617097,112710.17166382905,114992.18670546071,276.30204,0.0
2025-08-02 05:00:00,114025.76,114063.49,113855.01,113981.06,316.01705,114256.495,785.6747164966743,115827.84443299334,112685.14556700665,114969.96414050553,0.0,316.01705
2025-08-02 06:00:00,113981.07,113981.07,113469.43,113697.85,738.65234,114203.25850000003,785.6505903709927,115774.55968074201,112631.95731925804,114942.00558796694,0.0,738.65234
2025-08-02 07:00:00,113697.85,114021.0,113556.19,113982.49,343.41858,114137.10049999999,742.4576629749965,115622.01582594997,112652.18517405,114920.91733328634,343.41858,0.0
2025-08-02 08:00:00,113982.49,114040.29,113676.81,113682.01,340.52067,114034.577,645.8480552127903,115326.27311042558,112742.88088957443,114893.68860068664,0.0,340.52067
2025-08-02 09:00:00,113682.01,113852.0,113572.19,113690.7,257.96721,114001.5095,645.668466022282,115292.84643204456,112710.17256795544,114867.24929078144,257.96721,0.0
2025-08-02 10:00:00,113690.71,113704.0,113425.58,113550.89,298.16298,113898.06400000001,527.7081507145525,114953.48030142912,112842.6476985709,114838.31831735767,0.0,298.16298
2025-08-02 11:00:00,113550.89,113914.25,113451.77,113787.12,238.71141,113819.52900000001,400.59876378536876,114620.72652757075,113018.33147242927,114815.21505763552,238.71141,0.0
2025-08-02 12:00:00,113787.11,113787.12,113564.99,113620.01,343.54746,113749.74949999999,286.62706774299494,114323.00363548598,113176.495364514,114788.94681461056,0.0,343.54746
2025-08-02 13:00:00,113620.01,113630.0,113218.0,113457.85,451.43917,113701.64199999999,246.08828085626348,114193.81856171251,113209.46543828747,114759.69193956417,0.0,451.43917
2025-08-02 14:00:00,113457.86,113530.0,112939.39,113099.89,592.6822,113664.79000000001,277.8934504257518,114220.5769008515,113109.00309914851,114723.21277605726,0.0,592.6822
2025-08-02 15:00:00,113099.9,113420.0,112802.31,112840.71,535.05988,113640.3915,326.18228712566594,114292.75607425133,112988.02692574867,114681.83908867139,0.0,535.05988
2025-08-02 16:00:00,112840.7,113261.16,112700.07,113200.25,635.18022,113602.84950000001,331.7026054747582,114266.25471094952,112939.4442890505,114649.27669111817,635.18022,0.0
2025-08-02 17:00:00,113200.25,113420.0,112584.23,112724.03,549.02438,113544.44499999999,377.73078202542047,114299.90656405083,112788.98343594915,114606.96357702767,0.0,549.02438
2025-08-02 18:00:00,112724.04,112920.0,112099.22,112327.65,1222.82947,113503.775,458.58546228140847,114420.94592456281,112586.60407543718,114556.86877313694,0.0,1222.82947
2025-08-02 19:00:00,112327.65,112945.62,112003.0,112229.42,1007.67252,113450.34949999998,539.0163906841027,114528.38228136819,112372.31671863177,114505.71605284822,0.0,1007.67252
2025-08-02 20:00:00,112229.42,112780.0,112069.86,112780.0,524.00327,113398.20099999997,551.379505049369,114500.96001009872,112295.44198990123,114467.7882275109,524.00327,0.0
2025-08-02 21:00:00,112780.0,113058.82,112562.02,112859.32,390.78856,113357.455,559.9510451111947,114477.35709022239,112237.55290977762,114432.43727745571,390.78856,0.0
2025-08-02 22:00:00,112859.32,113011.63,112555.0,112862.14,295.9162,113315.45,564.2195419105508,114443.8890838211,112187.0109161789,114397.92524937975,295.9162,0.0
2025-08-02 23:00:00,112862.14,112873.83,112280.86,112546.35,726.46606,113247.27449999998,570.9532068528865,114389.18091370576,112105.36808629421,114357.23128785491,0.0,726.46606
2025-08-03 00:00:00,112546.35,112992.27,111920.0,112956.04,821.53565,113193.78899999999,543.6399340305139,114281.06886806102,112106.50913193896,114326.43587493502,821.53565,0.0
2025-08-03 01:00:00,112956.04,113269.92,112841.46,113107.99,481.50444,113150.1355,511.1800825590432,114172.49566511808,112127.77533488192,114299.65684471666,481.50444,0.0
2025-08-03 02:00:00,113107.99,113517.58,113100.0,113517.58,450.43769,113141.122,502.5302233760531,114146.18244675211,112136.0615532479,114282.46834263497,450.43769,0.0
2025-08-03 03:00:00,113517.58,113740.69,113419.45,113604.2,353.06632,113122.20749999999,475.5928067700197,114073.39311354003,112171.02188645994,114267.56134609354,353.06632,0.0
2025-08-03 04:00:00,113604.2,113604.2,113341.06,113468.41,237.62179,113111.5275,464.6321648231298,114040.79182964626,112182.26317035373,114249.99758024534,0.0,237.62179
2025-08-03 05:00:00,113468.41,113659.0,113408.22,113618.52,203.79543,113107.9185,460.15546777013816,114028.22943554027,112187.60756445973,114236.11895210808,203.79543,0.0
2025-08-03 06:00:00,113618.52,113636.5,113472.54,113559.34,147.54012,113108.34099999999,460.58727309366657,114029.51554618732,112187.16645381265,114221.24468942439,0.0,147.54012
