timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,ema_90,volume_compra,volume_venda,rsi,nota_tendencia,status_tendencia
2025-08-05 11:00:00,3682.56,3686.3,3662.03,3673.79,16969.2144,,,,,3673.79,0.0,16969.2144,50.0,50.0,Lateralizando
2025-08-05 12:00:00,3673.8,3680.58,3609.73,3628.43,29620.7096,,,,,3672.7930769230766,0.0,29620.7096,0.0,0.0,Franca Queda
2025-08-05 13:00:00,3628.43,3659.4,3618.63,3646.86,22651.8476,,,,,3672.2231191885035,22651.8476,0.0,3.0307016822614656,3.03,Franca Queda
2025-08-05 14:00:00,3646.85,3647.63,3559.82,3577.85,76416.0033,,,,,3670.148984700844,0.0,76416.0033,2.7006493777313665,2.7,Franca Queda
2025-08-05 15:00:00,3577.85,3598.21,3555.0,3570.43,36957.393,,,,,3667.9573586634624,0.0,36957.393,2.667018196642701,2.67,Franca Queda
2025-08-05 16:00:00,3570.43,3594.4,3563.07,3577.67,22068.0117,,,,,3665.9730211104193,22068.0117,0.0,3.9242262395347893,3.92,Franca Queda
2025-08-05 17:00:00,3577.67,3609.08,3576.53,3605.53,15739.6251,,,,,3664.6446030640363,15739.6251,0.0,8.805604905129272,8.81,Franca Queda
2025-08-05 18:00:00,3605.53,3612.26,3567.81,3587.69,15577.0193,,,,,3662.953293106585,0.0,15577.0193,8.507526615443354,8.51,Franca Queda
2025-08-05 19:00:00,3587.7,3594.9,3559.71,3571.66,11272.0649,,,,,3660.9468471042424,0.0,11272.0649,8.23769055968745,8.24,Franca Queda
2025-08-05 20:00:00,3571.65,3597.7,3571.65,3576.5,8946.206,,,,,3659.0908724426104,8946.206,0.0,9.174392666145806,9.17,Franca Queda
2025-08-05 21:00:00,3576.49,3590.91,3570.0,3575.62,8287.7314,,,,,3657.256347773542,0.0,8287.7314,9.156091898858946,9.16,Franca Queda
