timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,ema_90,volume_compra,volume_venda,rsi,nota_tendencia,status_tendencia
2024-12-05 00:00:00,98587.32,98799.0,98212.53,98296.01,1885.73231,,,,,98296.01,0.0,1885.73231,50.0,50.0,Lateralizando
2024-12-05 01:00:00,98296.01,98648.47,97888.89,98179.14,2159.70606,,,,,98293.44142857143,0.0,2159.70606,0.0,0.0,Franca Queda
2024-12-05 02:00:00,98179.14,101616.22,98138.23,101248.19,13614.299579,,,,,98358.38095761382,13614.299579,0.0,66.88773330776229,66.89,Subida
2024-12-05 03:00:00,101248.19,104088.0,101248.19,102964.0,12251.751483,,,,,98459.60335414977,12251.751483,0.0,76.39413735051168,76.39,Subida
2024-12-05 04:00:00,102964.0,103544.71,102484.0,103339.96,4204.10271,,,,,98566.86393977284,4204.10271,0.0,77.8918771045003,77.89,Subida
2024-12-05 05:00:00,103339.96,103455.13,101706.35,102450.01,3818.61708,,,,,98652.20780922838,0.0,3818.61708,67.04743318051152,67.05,Subida
2024-12-05 06:00:00,102450.01,102662.46,101421.59,101904.02,3820.02291,,,,,98723.67620902555,0.0,3820.02291,61.399569473753644,61.4,Subida
2024-12-05 07:00:00,101904.02,102560.76,101324.16,102236.1,3087.83057,,,,,98800.87233629971,3087.83057,0.0,63.417992981853466,63.42,Subida
2024-12-05 08:00:00,102236.1,102899.99,102236.1,102764.0,3813.37873,,,,,98887.97404319423,3813.37873,0.0,66.42369976695815,66.42,Subida
2024-12-05 09:00:00,102764.01,103159.76,102565.63,102698.24,2204.40307,,,,,98971.71615213502,0.0,2204.40307,65.69953695678237,65.7,Subida
2024-12-05 10:00:00,102698.25,102920.0,102260.0,102280.62,1591.37326,,,,,99044.43931362656,0.0,1591.37326,61.14076183631815,61.14,Subida
2024-12-05 11:00:00,102280.62,102672.84,102237.79,102566.91,1395.71099,,,,,99121.8562517886,1395.71099,0.0,63.03438422085764,63.03,Subida
2024-12-05 12:00:00,102566.91,103295.99,102452.95,102846.15,2215.64476,,,,,99203.7088616394,2215.64476,0.0,64.83438797636634,64.83,Subida
2024-12-05 13:00:00,102846.16,103250.0,102684.73,102753.9,1851.85906,,,,,99281.73504050446,0.0,1851.85906,63.730322047137044,63.73,Subida
2024-12-05 14:00:00,102753.91,103550.0,102280.0,103507.99,3124.41507,,,,,99374.61976488896,3124.41507,0.0,68.45868568570923,68.46,Subida
2024-12-05 15:00:00,103508.0,103540.0,100925.97,101292.01,8058.89896,,,,,99416.76020961668,0.0,8058.89896,48.46402665433605,48.46,Lateralizando
2024-12-05 16:00:00,101292.0,101999.0,100568.02,101037.51,4508.84935,,,,,99452.3810841306,0.0,4508.84935,46.774364131633924,46.77,Lateralizando
2024-12-05 17:00:00,101037.5,101356.0,100533.41,101282.36,2414.13279,,,,,99492.60040096288,2414.13279,0.0,48.62997644801739,48.63,Lateralizando
2024-12-05 18:00:00,101282.37,101521.14,100172.67,100179.24,3771.1155,,,,,99507.69138116151,0.0,3771.1155,41.594276690945485,41.59,Lateralizando
2024-12-05 19:00:00,100179.24,100932.0,98599.36,99028.0,4094.54231,101642.71800000001,1596.7616809214073,104836.24136184283,98449.19463815719,99497.14871344366,0.0,4094.54231,35.776824475788786,35.78,Queda
2024-12-05 20:00:00,99028.01,99424.0,97888.0,99072.84,5619.97633,101681.5595,1518.6031445602127,104718.76578912043,98644.35321087958,99487.82324721412,5619.97633,0.0,36.1513962680575,36.15,Queda
2024-12-05 21:00:00,99072.84,99479.72,98801.93,98908.02,1883.42416,101718.0035,1436.662257567411,104591.32801513483,98844.67898486518,99475.08031870391,0.0,1883.42416,35.335594421039545,35.34,Queda
2024-12-05 22:00:00,98908.01,99040.0,90500.0,96589.04,14364.88865,101485.046,1838.4222115069508,105161.8904230139,97808.2015769861,99411.65086114999,0.0,14364.88865,26.33201068599591,26.33,Queda
2024-12-05 23:00:00,96589.03,97457.55,95340.0,96945.63,4167.05397,101184.12749999999,2062.498256989054,105309.1240139781,97059.13098602188,99357.45260046537,4167.05397,0.0,29.31457436042635,29.31,Queda
2024-12-06 00:00:00,96945.63,97757.51,95981.72,97551.99,3693.49758,100894.729,2148.3636533831686,105191.45630676634,96598.00169323367,99317.77210375183,3693.49758,0.0,34.19351641365597,34.19,Queda
2024-12-06 01:00:00,97551.99,98828.7,97109.68,98118.38,3073.99532,100678.14749999999,2201.0156174195986,105080.1787348392,96276.11626516079,99291.4118377353,3073.99532,0.0,38.466002234238516,38.47,Queda
2024-12-06 02:00:00,98118.38,98161.07,97473.68,97589.74,1855.59169,100462.4335,2284.383737215684,105031.20097443137,95893.66602556863,99254.01245668618,0.0,1855.59169,36.10952703590271,36.11,Queda
2024-12-06 03:00:00,97589.75,97752.14,97186.27,97735.29,1879.69228,100237.39300000001,2321.845073958246,104881.0831479165,95593.70285208352,99220.6339411546,1879.69228,0.0,37.24935907069137,37.25,Queda
2024-12-06 04:00:00,97735.29,97972.85,97370.19,97877.5,917.85636,99993.068,2298.967552349018,104591.00310469803,95395.13289530197,99191.11451387648,917.85636,0.0,38.405600668526844,38.41,Queda
2024-12-06 05:00:00,97877.51,98266.66,97633.26,97864.01,1012.8073,99751.35650000001,2253.2576155827774,104257.87173116556,95244.84126883445,99161.94738170337,0.0,1012.8073,38.333444284201626,38.33,Queda
2024-12-06 06:00:00,97864.02,98275.9,97755.09,98079.96,1155.86623,99541.3235,2200.2433232360763,103941.81014647215,95140.83685352784,99138.16743924835,1155.86623,0.0,40.26813789342044,40.27,Lateralizando
2024-12-06 07:00:00,98079.97,98288.0,97759.74,98138.54,1513.64496,99319.905,2100.2938113198225,103520.49262263965,95119.31737736035,99116.19760541873,1513.64496,0.0,40.810622129086994,40.81,Lateralizando
2024-12-06 08:00:00,98138.53,98705.23,98013.93,98345.38,1621.63385,99094.86649999999,1937.3869600906087,102969.64042018121,95220.09257981877,99099.25655914578,1621.63385,0.0,42.78645308775099,42.79,Lateralizando
2024-12-06 09:00:00,98345.38,98542.33,97927.22,98000.0,1586.98865,98857.1715,1747.1198053044386,102351.41111060887,95362.93188939113,99075.09707432939,0.0,1586.98865,40.36351493476131,40.36,Lateralizando
2024-12-06 10:00:00,98000.0,98186.0,97622.86,98124.78,1357.01704,98588.011,1366.005736324901,101320.0224726498,95855.9995273502,99054.21098478368,1357.01704,0.0,41.64914420705,41.65,Lateralizando
2024-12-06 11:00:00,98124.79,98320.0,97812.42,98069.62,942.87343,98426.8915,1211.597260970933,100850.08602194187,96003.69697805813,99032.57162248074,0.0,942.87343,41.22604776288011,41.23,Lateralizando
2024-12-06 12:00:00,98069.61,98382.36,97512.26,97636.29,1273.05657,98256.8305,1054.3817704151763,100365.59404083034,96148.06695916965,99001.88411429434,0.0,1273.05657,37.96334889480063,37.96,Queda
2024-12-06 13:00:00,97638.55,98913.46,97512.26,98591.99,2422.42538,98122.312,785.3693745827637,99693.05074916553,96551.57325083448,98992.87545244172,2422.42538,0.0,47.779359082491446,47.78,Lateralizando
2024-12-06 14:00:00,98591.99,99483.81,98346.19,99481.69,3056.5731,98087.4345,700.0722889625823,99487.57907792517,96687.28992207484,99003.61862931112,3056.5731,0.0,54.92908960748356,54.93,Lateralizando
2024-12-06 15:00:00,99481.68,99483.81,98568.82,99309.99,2616.12535,98101.534,722.4929633049396,99546.51992660988,96656.54807339012,99010.35206602956,0.0,2616.12535,53.40932627053313,53.41,Lateralizando
2024-12-06 16:00:00,99310.0,99500.0,98762.6,99004.07,1589.18851,98098.09550000001,717.775253583963,99533.64600716793,96662.54499283209,99010.21399864429,0.0,1589.18851,50.71687232123095,50.72,Lateralizando
2024-12-06 17:00:00,99004.06,101250.0,98882.58,100844.05,3287.63064,98194.897,931.4872881246365,100057.87157624926,96331.92242375073,99050.51808658618,3287.63064,0.0,62.84804472522366,62.85,Subida
2024-12-06 18:00:00,100844.06,101766.48,100588.23,101363.95,3318.42583,98433.6425,1095.681348408932,100625.00519681786,96242.27980318214,99101.36274402383,3318.42583,0.0,65.43690458381413,65.44,Subida
2024-12-06 19:00:00,101363.95,101799.0,101120.16,101439.99,1457.11119,98658.36050000001,1227.402375320234,101113.16525064048,96203.55574935954,99152.76114525407,1457.11119,0.0,65.81214165399021,65.81,Subida
