timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,ema_200,volume_compra,volume_venda
2025-07-01 00:00:00,107146.51,107449.25,107026.93,107377.02,253.62802,,,,,107377.02,253.62802,0.0
2025-07-01 01:00:00,107377.03,107540.0,107171.42,107220.0,219.64653,,,,,107375.4576119403,0.0,219.64653
2025-07-01 02:00:00,107220.0,107410.74,107097.87,107101.69,207.06087,,,,,107372.73355610011,0.0,207.06087
2025-07-01 03:00:00,107101.68,107223.0,107070.2,107192.38,293.12458,,,,,107370.93899335286,293.12458,0.0
2025-07-01 04:00:00,107192.39,107203.11,106867.43,106881.6,261.75371,,,,,107366.0699486429,0.0,261.75371
2025-07-01 05:00:00,106881.6,106967.76,106740.0,106932.49,402.48733,,,,,107361.75572029818,402.48733,0.0
2025-07-01 06:00:00,106932.49,106932.49,106758.24,106890.77,167.32269,,,,,107357.0692952206,0.0,167.32269
2025-07-01 07:00:00,106890.77,107178.99,106615.97,107178.99,436.41463,,,,,107355.29736193482,436.41463,0.0
2025-07-01 08:00:00,107178.99,107178.99,106681.52,106710.12,282.35131,,,,,107348.87768669169,0.0,282.35131
2025-07-01 09:00:00,106710.12,106794.09,106500.0,106556.39,389.14535,,,,,107340.99223707287,0.0,389.14535
2025-07-01 10:00:00,106556.39,106633.31,106301.86,106490.42,468.88764,,,,,107332.52883172887,0.0,468.88764
2025-07-01 11:00:00,106490.42,106622.05,106317.17,106605.8,294.43204,,,,,107325.29769907484,294.43204,0.0
2025-07-01 12:00:00,106605.79,106706.05,106365.24,106421.08,284.29339,,,,,107316.30050803928,0.0,284.29339
2025-07-01 13:00:00,106421.07,106885.38,106301.04,106807.42,1241.43566,,,,,107311.23702039711,1241.43566,0.0
2025-07-01 14:00:00,106807.43,107179.99,105717.84,105925.0,1572.86174,,,,,107297.44361720908,0.0,1572.86174
2025-07-01 15:00:00,105925.01,106200.0,105623.39,105955.18,876.10488,,,,,107284.08776032143,876.10488,0.0
2025-07-01 16:00:00,105955.19,106280.0,105831.5,106082.56,343.73692,,,,,107272.13226021874,343.73692,0.0
2025-07-01 17:00:00,106082.55,106287.95,105909.42,106253.79,279.69821,,,,,107261.99950141061,279.69821,0.0
2025-07-01 18:00:00,106253.8,106269.6,105699.22,105749.68,412.70793,,,,,107246.9515461727,0.0,412.70793
2025-07-01 19:00:00,105749.68,105804.0,105387.68,105398.53,654.75967,106586.54550000001,548.8492268131822,107684.24395362637,105488.84704637364,107228.55929198193,0.0,654.75967
2025-07-01 20:00:00,105398.52,105995.44,105250.85,105920.01,431.58675,106513.69499999999,534.9249692738592,107583.54493854771,105443.84506145227,107215.53890101693,431.58675,0.0
2025-07-01 21:00:00,105920.01,106100.0,105744.81,105784.13,231.93599,106441.90149999999,531.4856009167613,107504.87270183352,105378.93029816647,107201.29602637996,0.0,231.93599
2025-07-01 22:00:00,105784.12,105916.64,105600.0,105613.22,253.7495,106367.478,538.4029479234315,107444.28389584686,105290.67210415314,107185.4942748737,0.0,253.7495
2025-07-01 23:00:00,105613.21,105702.39,105361.33,105681.14,246.49903,106291.916,522.346989738077,107336.60997947615,105247.22202052384,107170.52557562123,246.49903,0.0
2025-07-02 00:00:00,105681.13,105781.43,105377.35,105392.3,239.30387,106217.451,539.7251824664369,107296.90136493287,105138.00063506713,107152.83178879913,0.0,239.30387
2025-07-02 01:00:00,105392.3,105790.07,105100.19,105720.0,517.94641,106156.82650000001,523.0191857734382,107202.86487154689,105110.78812845313,107138.57475607475,517.94641,0.0
2025-07-02 02:00:00,105720.0,105920.11,105525.61,105908.7,333.47913,106107.723,495.8832061993317,107099.48941239866,105115.95658760134,107126.33719631282,333.47913,0.0
2025-07-02 03:00:00,105908.71,106216.08,105871.07,106194.7,362.91292,106058.5085,428.19164441901904,106914.89178883804,105202.12521116195,107117.06717445896,362.91292,0.0
2025-07-02 04:00:00,106194.7,106382.86,106131.55,106382.86,339.23333,106042.14550000001,407.7450826380699,106857.63566527615,105226.65533472388,107109.7616304345,339.23333,0.0
2025-07-02 05:00:00,106382.85,106667.57,106292.29,106638.83,395.18675,106046.2675,413.5921055043563,106873.45171100872,105219.08328899129,107105.0757435645,395.18675,0.0
2025-07-02 06:00:00,106638.83,107014.39,106633.83,107014.38,611.77648,106072.4655,457.4732566411335,106987.41201328227,105157.51898671774,107104.17329835492,611.77648,0.0
2025-07-02 07:00:00,107014.39,107186.78,106852.83,107080.0,557.31452,106096.17550000001,497.13868805686167,107090.45287611373,105101.89812388629,107103.93276802303,557.31452,0.0
2025-07-02 08:00:00,107080.0,107745.0,107080.0,107728.99,802.78861,106161.571,614.3365894232709,107390.24417884654,104932.89782115346,107110.15224296809,802.78861,0.0
