timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,volume_compra,volume_venda
2025-11-01 00:19:00,109502.19,109502.2,109462.0,109462.01,1.91923,109472.42749999999,46.97129883741776,109566.37009767482,109378.48490232516,0.0,1.91923
2025-11-01 00:20:00,109462.0,109471.03,109462.0,109471.03,2.16807,109465.1615,32.56744197168748,109530.29638394338,109400.02661605662,2.16807,0.0
2025-11-01 00:21:00,109471.03,109485.25,109471.02,109484.73,2.12542,109461.87449999999,26.199061749978945,109514.27262349994,109409.47637650004,2.12542,0.0
2025-11-01 00:22:00,109484.73,109484.74,109394.81,109408.44,12.59431,109458.75,28.671845350269002,109516.09369070054,109401.40630929946,0.0,12.59431
2025-11-01 00:23:00,109408.43,109493.85,109408.43,109493.84,10.74677,109461.09199999999,29.560790104109785,109520.2135802082,109401.97041979177,10.74677,0.0
2025-11-01 00:24:00,109493.84,109493.85,109493.84,109493.84,1.39411,109463.562,30.154069569119315,109523.87013913825,109403.25386086176,0.0,0.0
2025-11-01 00:25:00,109493.84,109520.0,109490.7,109519.99,5.00596,109467.5615,32.10600997600549,109531.77351995201,109403.34948004798,5.00596,0.0
2025-11-01 00:26:00,109520.0,109541.77,109519.99,109539.58,2.42446,109472.876,34.8170950751807,109542.51019015037,109403.24180984964,2.42446,0.0
2025-11-01 00:27:00,109539.58,109539.59,109531.93,109531.94,2.21421,109478.4825,34.850259362481275,109548.18301872496,109408.78198127504,0.0,2.21421
2025-11-01 00:28:00,109531.93,109564.32,109517.04,109517.05,7.02563,109483.3655,32.92329657905489,109549.21209315812,109417.51890684188,0.0,7.02563
2025-11-01 00:29:00,109517.05,109537.24,109517.04,109537.24,4.16584,109488.25200000001,33.3218159295534,109554.89563185911,109421.6083681409,4.16584,0.0
2025-11-01 00:30:00,109537.23,109537.24,109483.05,109483.05,4.39523,109487.71299999999,33.31402519567042,109554.34105039133,109421.08494960864,0.0,4.39523
2025-11-01 00:31:00,109483.06,109483.06,109450.0,109450.01,1.64369,109486.80500000001,34.11263024315468,109555.03026048631,109418.5797395137,0.0,1.64369
2025-11-01 00:32:00,109450.01,109462.58,109449.99,109450.03,2.17815,109486.7855,34.13462826963507,109555.05475653926,109418.51624346073,2.17815,0.0
2025-11-01 00:33:00,109450.03,109460.91,109433.07,109433.08,1.14215,109484.867,36.06556487114131,109556.99812974228,109412.73587025772,0.0,1.14215
2025-11-01 00:34:00,109433.07,109445.35,109433.07,109445.34,1.68878,109483.56199999999,37.0361227082961,109557.63424541659,109409.4897545834,1.68878,0.0
2025-11-01 00:35:00,109445.34,109482.84,109445.34,109468.92,2.2283,109484.5305,36.346740601727376,109557.22398120345,109411.83701879653,2.2283,0.0
2025-11-01 00:36:00,109468.93,109484.13,109468.92,109473.18,2.49822,109484.0435,36.43460056985737,109556.91270113972,109411.17429886028,2.49822,0.0
2025-11-01 00:37:00,109473.17,109493.84,109473.17,109493.84,1.47053,109482.96699999999,35.77235555713538,109554.51171111426,109411.42228888572,1.47053,0.0
2025-11-01 00:38:00,109493.83,109513.53,109493.83,109497.26,2.08525,109482.72,35.64941012283535,109554.01882024568,109411.42117975432,2.08525,0.0
2025-11-01 00:39:00,109497.26,109502.95,109492.03,109492.03,0.62951,109484.22099999999,35.36236505249768,109554.94573010498,109413.496269895,0.0,0.62951
2025-11-01 00:40:00,109492.02,109492.03,109491.99,109492.0,2.87942,109485.26949999998,35.26140255667683,109555.79230511334,109414.74669488662,0.0,2.87942
2025-11-01 00:41:00,109492.0,109492.0,109491.99,109492.0,0.2532,109485.63299999999,35.29300632972957,109556.21901265945,109415.04698734052,0.0,0.0
2025-11-01 00:42:00,109491.99,109541.96,109491.99,109541.96,3.71259,109492.30900000001,32.43529735855312,109557.17959471712,109427.4384052829,3.71259,0.0
2025-11-01 00:43:00,109541.96,109549.05,109536.06,109549.05,3.20951,109495.06950000001,34.83322045269747,109564.7359409054,109425.40305909462,3.20951,0.0
2025-11-01 00:44:00,109549.04,109615.51,109549.04,109615.5,4.8674,109501.1525,44.018923906009725,109589.19034781202,109413.11465218797,4.8674,0.0
2025-11-01 00:45:00,109615.51,109650.32,109615.5,109650.32,2.3987,109507.669,55.185068432465044,109618.03913686493,109397.29886313506,2.3987,0.0
2025-11-01 00:46:00,109650.33,109723.04,109650.33,109720.81,13.89595,109516.73049999999,72.77615358973553,109662.28280717946,109371.17819282052,13.89595,0.0
2025-11-01 00:47:00,109720.81,109725.83,109719.45,109719.46,1.06066,109526.1065,85.75998817232163,109697.62647634464,109354.58652365535,0.0,1.06066
2025-11-01 00:48:00,109719.45,109725.83,109719.45,109725.83,2.0799,109536.54550000001,96.61882177293589,109729.78314354588,109343.30785645414,2.0799,0.0
2025-11-01 00:49:00,109725.83,109749.12,109725.82,109734.87,7.78926,109546.427,106.3133357530837,109759.05367150616,109333.80032849383,7.78926,0.0
2025-11-01 00:50:00,109734.86,109749.0,109734.86,109749.0,2.23988,109559.72449999998,114.3012381696086,109788.3269763392,109331.12202366076,2.23988,0.0
2025-11-01 00:51:00,109749.0,109751.99,109734.86,109751.98,5.24234,109574.823,118.89763390589698,109812.61826781179,109337.02773218822,5.24234,0.0
2025-11-01 00:52:00,109751.98,109751.99,109733.48,109733.48,2.93822,109588.99549999999,120.12665581201325,109829.24881162401,109348.74218837597,0.0,2.93822
2025-11-01 00:53:00,109733.34,109733.35,109686.27,109687.86,4.2019,109601.73449999999,116.16611497401587,109834.06672994803,109369.40227005196,0.0,4.2019
2025-11-01 00:54:00,109687.85,109693.14,109682.22,109682.22,1.67972,109613.57849999999,111.35760992003702,109836.29371984006,109390.86328015992,0.0,1.67972
2025-11-01 00:55:00,109682.23,109703.21,109682.21,109682.22,3.67079,109624.24350000001,106.89900739407959,109838.04151478817,109410.44548521185,0.0,3.67079
2025-11-01 00:56:00,109682.21,109688.02,109682.21,109688.01,1.83226,109634.98499999999,101.58194693006176,109838.14889386011,109431.82110613986,1.83226,0.0
2025-11-01 00:57:00,109688.01,109740.0,109688.01,109740.0,12.13768,109647.29299999999,98.444600723325,109844.18220144665,109450.40379855334,12.13768,0.0
2025-11-01 00:58:00,109739.99,109740.0,109724.91,109737.37,6.33405,109659.2985,93.71198121874608,109846.7224624375,109471.87453756251,0.0,6.33405
2025-11-01 00:59:00,109737.37,109737.37,109730.77,109730.78,1.33267,109671.236,86.1875399102686,109843.61107982055,109498.86092017946,0.0,1.33267
2025-11-01 01:00:00,109730.78,109730.78,109724.92,109724.93,3.65369,109682.88249999999,75.80523220897946,109834.49296441795,109531.27203558203,0.0,3.65369
2025-11-01 01:01:00,109724.93,109835.68,109724.93,109835.67,9.64359,109700.06599999999,68.89529404136329,109837.85658808272,109562.27541191726,9.64359,0.0
2025-11-01 01:02:00,109835.68,109877.0,109829.91,109829.92,6.78476,109714.46399999999,64.03254734892863,109842.52909469785,109586.39890530214,0.0,6.78476
2025-11-01 01:03:00,109829.91,109866.68,109829.91,109866.68,1.51405,109730.34550000001,60.11683961247394,109850.57917922495,109610.11182077507,1.51405,0.0
2025-11-01 01:04:00,109866.67,109866.68,109837.32,109837.33,2.6157,109741.43699999999,58.24739461977055,109857.93178923953,109624.94221076045,0.0,2.6157
2025-11-01 01:05:00,109837.32,109837.33,109815.04,109831.0,2.04788,109750.47099999999,57.3765864497207,109865.22417289943,109635.71782710055,0.0,2.04788
