timestamp,open,high,low,close,volume,media,desvio,BB_up,BB_down,volume_compra,volume_venda
2025-08-01 00:00:00,115764.07,116052.0,114313.13,115648.03,5440.32571,,,,,0.0,5440.32571
2025-08-01 04:00:00,115648.03,115916.43,114633.18,115081.77,2952.50734,,,,,0.0,2952.50734
2025-08-01 08:00:00,115081.76,115340.0,114116.0,115305.65,3338.52917,,,,,3338.52917,0.0
2025-08-01 12:00:00,115305.64,116019.3,113988.47,115357.82,5325.96286,,,,,5325.96286,0.0
2025-08-01 16:00:00,115357.82,115695.52,113221.93,113328.68,4135.47502,,,,,0.0,4135.47502
2025-08-01 20:00:00,113328.67,114094.08,112722.58,113297.93,3294.30196,,,,,0.0,3294.30196
2025-08-02 00:00:00,113297.92,113921.94,113198.63,113909.86,1422.97261,,,,,1422.97261,0.0
2025-08-02 04:00:00,113909.87,114063.49,113469.43,113982.49,1674.39001,,,,,1674.39001,0.0
2025-08-02 08:00:00,113982.49,114040.29,113425.58,113787.12,1135.36227,,,,,0.0,1135.36227
2025-08-02 12:00:00,113787.11,113787.12,112802.31,112840.71,1922.72871,,,,,0.0,1922.72871
2025-08-02 16:00:00,112840.7,113420.0,112003.0,112229.42,3414.70659,,,,,0.0,3414.70659
2025-08-02 20:00:00,112229.42,113058.82,112069.86,112546.35,1937.17409,,,,,1937.17409,0.0
2025-08-03 00:00:00,112546.35,113740.69,111920.0,113604.2,2106.5441,,,,,2106.5441,0.0
2025-08-03 04:00:00,113604.2,113720.16,113341.06,113700.0,764.27697,,,,,764.27697,0.0
2025-08-03 08:00:00,113700.0,114260.31,113551.0,113862.18,1260.20877,,,,,1260.20877,0.0
2025-08-03 12:00:00,113862.19,114098.45,113579.69,113959.06,1131.56686,,,,,1131.56686,0.0
2025-08-03 16:00:00,113959.06,114799.97,113775.55,114313.19,1254.96509,,,,,1254.96509,0.0
2025-08-03 20:00:00,114313.19,114612.24,114066.56,114208.8,880.19867,,,,,0.0,880.19867
2025-08-04 00:00:00,114208.81,115000.0,114107.6,114570.61,1525.00586,,,,,1525.00586,0.0
2025-08-04 04:00:00,114570.61,114778.5,114148.58,114652.97,1221.27307,114009.34199999999,922.901249747373,115855.14449949474,112163.53950050524,1221.27307,0.0
2025-08-04 08:00:00,114652.98,114750.0,114217.97,114493.09,1188.64494,113951.59500000002,848.0692332990399,115647.73346659809,112255.45653340194,0.0,1188.64494
2025-08-04 12:00:00,114493.09,115466.0,114121.0,114826.0,2885.46126,113938.80650000002,831.9041165541474,115602.61473310832,112274.99826689172,2885.46126,0.0
2025-08-04 16:00:00,114826.01,115720.0,114732.65,114777.62,1843.11618,113912.40499999998,793.7463095280972,115499.89761905618,112324.91238094379,0.0,1843.11618
2025-08-04 20:00:00,114777.62,115340.0,114616.33,115055.03,1004.17785,113897.26550000001,767.1688949121889,115431.60328982439,112362.92771017563,1004.17785,0.0
2025-08-05 00:00:00,115055.03,115127.81,114256.85,114256.85,1398.92395,113943.674,758.9934719045234,115461.66094380905,112425.68705619095,0.0,1398.92395
2025-08-05 04:00:00,114256.85,114500.66,113725.72,113969.7,2125.54323,113977.2625,743.6212607721525,115464.5050215443,112490.01997845569,0.0,2125.54323
2025-08-05 08:00:00,113969.7,115096.73,113928.87,114827.07,1593.56232,114023.12299999999,767.1562316291026,115557.4354632582,112488.81053674179,1593.56232,0.0
2025-08-05 12:00:00,114827.07,114893.13,112650.0,112934.0,4590.4684,113970.69850000001,804.9719280903025,115580.64235618062,112360.75464381941,0.0,4590.4684
2025-08-05 16:00:00,112934.0,113763.27,112815.68,113616.52,1434.52074,113962.1685,807.9181309961837,115578.00476199237,112346.33223800763,1434.52074,0.0
2025-08-05 20:00:00,113616.51,114228.88,113304.0,114129.75,899.77214,114026.6205,763.9659543011803,115554.55240860237,112498.68859139764,899.77214,0.0
2025-08-06 00:00:00,114129.75,114139.38,113400.0,113509.97,1061.53764,114090.648,650.677513063353,115392.00302612671,112789.2929738733,0.0,1061.53764
2025-08-06 04:00:00,113509.98,114417.02,113355.13,114227.91,1437.03071,114174.726,539.8267576040068,115254.37951520801,113095.07248479198,1437.03071,0.0
2025-08-06 08:00:00,114227.9,114404.23,113727.57,114226.69,1280.29764,114205.85050000002,522.880246272349,115251.61099254471,113160.09000745532,0.0,1280.29764
2025-08-06 12:00:00,114226.68,115515.09,113579.9,115413.87,3509.68013,114291.54400000002,573.5957751477569,115438.73555029553,113144.35244970451,3509.68013,0.0
